,Well,Sampling year,Sampling season,Label,Color,Marker,Size,Alpha,pH,Ca,Mg,Na,K,HCO3,CO3,Cl,SO4
0,J1,1992,dry,C3,#3cb44b,o,20,0.6,6.9,62.7,13.0,14.9,0.9,257.5,0,12.5,10.0
1,J1,1992,wet,C3,#3cb44b,o,20,0.6,7.1,68.4,14.5,13.0,0.6,277.5,0,13.8,22.5
2,J1,1993,dry,C3,#3cb44b,o,20,0.6,6.9,74.2,13.0,13.1,0.7,287.5,0,13.8,10.0
3,J1,1993,wet,C3,#3cb44b,o,20,0.6,7.9,68.4,14.5,13.0,1.3,280.0,0,12.5,5.0
4,J1,1994,dry,C3,#3cb44b,o,20,0.6,7.1,66.8,13.0,12.7,0.6,272.5,0,13.8,7.5
5,J1,1995,dry,C3,#3cb44b,o,20,0.6,6.9,60.2,13.5,13.0,0.6,250.0,0,12.5,15.0
6,J1,1995,wet,C3,#3cb44b,o,20,0.6,6.9,64.3,13.0,14.9,0.8,250.1,0,16.3,12.5
7,J1,1996,dry,C3,#3cb44b,o,20,0.6,6.9,61.84,14.0,14.0,0.6,242.51,0,15.0,26.0
8,J1,1996,wet,C3,#3cb44b,o,20,0.6,6.7,63.49,13.0,13.8,0.88,242.51,0,16.25,10.0
9,J1,1997,dry,C3,#3cb44b,o,20,0.6,8.15,66.78,11.0,13.75,0.6,245.01,0,15.0,16.0
10,J1,1997,wet,C3,#3cb44b,o,20,0.6,8.29,62.66,14.0,11.72,0.61,220.005,0,15.0,12.0
11,J1,1998,dry,C3,#3cb44b,o,20,0.6,6.61,64.31,13.5,14.7,1.1,247.51,0,13.75,18.0
12,J1,1998,wet,C3,#3cb44b,o,20,0.6,6.67,64.31,12.5,11.7,0.5,245.01,0,18.75,7.2
13,J1,1999,dry,C3,#3cb44b,o,20,0.6,7.25,62.66,12.0,13.6,0.8,240.005,0,15.0,16.0
14,J1,1999,wet,C3,#3cb44b,o,20,0.6,6.67,64.31,11.5,14.7,0.7,245.01,0,16.25,18.0
15,J1,2000,dry,C3,#3cb44b,o,20,0.6,7.85,64.31,12.0,13.12,0.61,242.51,0,15.0,10.0
16,J1,2000,wet,C3,#3cb44b,o,20,0.6,7.05,63.49,12.5,13.33,0.67,250.005,0,18.75,10.0
17,J1,2001,dry,C3,#3cb44b,o,20,0.6,7.0,67.61,11.0,13.57,0.67,245.01,0,16.25,10.0
18,J1,2001,wet,C3,#3cb44b,o,20,0.6,6.83,67.61,12.5,13.57,0.6,245.01,0,17.5,10.0
19,J1,2002,dry,C3,#3cb44b,o,20,0.6,6.92,68.43,13.0,13.861,0.798,255.01,0,18.75,18.0
20,J1,2002,wet,C3,#3cb44b,o,20,0.6,7.5,70.08,13.0,12.78,0.96,260.005,0,17.5,17.2
21,J1,2003,dry,C3,#3cb44b,o,20,0.6,7.97,65.14,14.5,14.02,0.82,247.51,0,18.75,17.5
22,J1,2003,wet,C3,#3cb44b,o,20,0.6,7.91,65.14,14.0,14.54,0.61,245.01,0,16.25,30.0
23,J1,2004,dry,C3,#3cb44b,o,20,0.6,8.22,67.61,13.0,13.54,0.56,230.005,0,15.0,20.0
24,J1,2004,wet,C3,#3cb44b,o,20,0.6,8.16,65.96,16.5,12.49,0.6,235.01,0,18.75,19.2
25,J1,2005,dry,C3,#3cb44b,o,20,0.6,7.13,64.31,13.5,13.3,0.6,250.0,0,18.75,11.6
26,J1,2005,wet,C3,#3cb44b,o,20,0.6,7.8,66.78,12.5,13.05,0.6,245.0,0,17.5,8.0
27,J1,2006,dry,C3,#3cb44b,o,20,0.6,7.93,69.26,12.0,13.2,0.56,245.0,0,21.25,22.0
28,J1,2006,wet,C3,#3cb44b,o,20,0.6,8.19,71.73,12.5,14.03,0.61,232.5,0,26.25,15.0
29,J1,2007,wet,C3,#3cb44b,o,20,0.6,8.45,68.43,12.5,13.68,0.51,222.5,0,20.0,9.0
30,J1,2008,dry,C3,#3cb44b,o,20,0.6,7.09,65.96,12.5,13.12,0.68,240.0,0,15.0,20.0
31,J1,2008,wet,C3,#3cb44b,o,20,0.6,7.78,64.31,13.0,14.23,0.76,255.0,0,17.5,22.0
32,J1,2009,dry,C5,#FA8072,^,20,0.6,7.15,109.66,28.5,37.83,0.91,455.0,0,8.75,80.0
33,J1,2009,wet,C3,#3cb44b,o,20,0.6,8.27,76.68,12.0,14.88,0.72,247.5,0,25.0,20.0
34,J1,2010,dry,C3,#3cb44b,o,20,0.6,7.18,64.31,14.5,13.83,0.89,247.5,0,18.75,15.0
35,J1,2010,wet,C3,#3cb44b,o,20,0.6,7.54,72.56,12.0,12.83,0.59,245.0,0,23.75,12.0
36,J1,2011,dry,C3,#3cb44b,o,20,0.6,7.37,65.96,14.0,13.15,0.59,277.5,0,16.25,4.0
37,J1,2011,wet,C3,#3cb44b,o,20,0.6,8.28,65.37,15.58,15.34,1.03,260.04,0,22.35,10.0
38,J1,2012,dry,C5,#FA8072,^,20,0.6,7.78,64.23,25.66,16.9,1.21,288.8,0,18.19,20.0
39,J1,2012,wet,C5,#FA8072,^,20,0.6,7.89,69.72,13.78,25.91,0.88,271.93,0,25.19,35.0
40,J1,2013,dry,C3,#3cb44b,o,20,0.6,7.3,66.53,14.58,15.61,1.17,271.2,0,17.58,16.0
41,J1,2013,wet,C3,#3cb44b,o,20,0.6,7.64,76.95,9.72,14.49,1.53,258.77,0,16.37,23.21
42,J1,2014,dry,C1,#808000,s,20,0.6,6.92,179.46,45.96,44.4,0.98,617.99,0,80.6,114.11
43,J1,2014,wet,C1,#808000,s,20,0.6,7.39,148.3,36.46,34.77,0.99,485.72,0,66.74,90.0
44,J10,1997,dry,C6,#911eb4,o,20,0.6,7.1,164.9,29.5,206.5,3.4,370.0,0,458.8,27.5
45,J10,1997,wet,C6,#911eb4,o,20,0.6,7.6,80.0,13.5,63.6,3.0,282.5,0,117.0,12.5
46,J10,1998,dry,C6,#911eb4,o,20,0.6,7.3,158.3,28.0,202.0,5.0,362.5,0,460.0,12.5
47,J10,1998,wet,C6,#911eb4,o,20,0.6,7.4,156.6,29.0,188.0,5.0,345.0,0,500.0,7.5
48,J10,1999,dry,C6,#911eb4,o,20,0.6,7.4,155.0,27.0,224.0,6.7,350.0,0,485.0,5.0
49,J10,1999,wet,C6,#911eb4,o,20,0.6,7.5,81.6,14.0,112.8,5.8,267.5,0,192.5,7.5
50,J10,2000,dry,C6,#911eb4,o,20,0.6,7.3,168.2,29.5,335.0,8.0,360.0,0,630.0,37.5
51,J10,2000,wet,C6,#911eb4,o,20,0.6,7.1,179.7,30.0,319.0,4.8,350.2,0,710.0,10.0
52,J10,2001,dry,C6,#911eb4,o,20,0.6,7.48,184.69,32.0,412.5,4.0,372.52,0,850.0,13.0
53,J10,2001,wet,C6,#911eb4,o,20,0.6,7.46,169.02,38.0,415.0,4.3,352.52,0,862.5,9.0
54,J10,2002,dry,C6,#911eb4,o,20,0.6,7.1,205.3,38.0,66.644,5.981,427.52,0,342.5,8.2
55,J10,2002,wet,C6,#911eb4,o,20,0.6,7.6,208.6,44.0,93.94,5.82,325.02,0,460.0,9.0
56,J10,2003,dry,C6,#911eb4,o,20,0.6,7.95,93.99,15.5,46.55,1.82,240.005,0,122.5,6.0
57,J10,2003,wet,C6,#911eb4,o,20,0.6,8.23,91.52,17.0,66.05,1.71,245.01,0,152.5,1.0
58,J10,2004,dry,C6,#911eb4,o,20,0.6,8.14,89.05,17.5,57.42,1.63,250.005,0,151.25,1.0
59,J10,2004,wet,C1,#808000,s,20,0.6,8.2,117.08,24.5,31.19,1.78,312.52,0,135.0,12.0
60,J10,2005,dry,C6,#911eb4,o,20,0.6,7.29,213.55,25.5,248.01,3.83,457.5,0,580.0,0.6
61,J10,2005,wet,C6,#911eb4,o,20,0.6,8.18,89.87,15.0,82.1,1.8,250.0,0,185.0,1.0
62,J10,2006,dry,C6,#911eb4,o,20,0.6,8.35,90.7,15.5,67.42,1.58,252.5,0,172.5,1.0
63,J10,2006,wet,C6,#911eb4,o,20,0.6,8.33,85.75,21.5,104.78,2.55,232.5,0,238.75,1.0
64,J10,2007,dry,C6,#911eb4,o,20,0.6,8.22,93.99,16.0,130.06,1.87,247.5,0,250.0,1.0
65,J10,2007,wet,C6,#911eb4,o,20,0.6,7.8,103.06,17.5,151.74,1.91,265.0,0,333.75,2.0
66,J10,2008,dry,C6,#911eb4,o,20,0.6,7.66,97.29,14.0,44.41,1.9,217.5,0,141.25,16.0
67,J10,2008,wet,C6,#911eb4,o,20,0.6,7.72,98.12,16.5,144.46,1.84,262.5,0,300.0,2.0
68,J10,2009,dry,C6,#911eb4,o,20,0.6,7.51,98.12,15.5,144.94,2.07,272.5,0,280.0,8.0
69,J10,2009,wet,C5,#FA8072,^,20,0.6,7.66,103.89,19.0,44.77,1.92,390.0,0,28.75,4.0
70,J10,2010,dry,C6,#911eb4,o,20,0.6,7.59,106.36,17.5,215.76,3.03,270.0,0,412.5,20.0
71,J10,2010,wet,C6,#911eb4,o,20,0.6,7.75,117.9,17.5,198.73,2.78,262.5,0,413.75,10.0
72,J10,2011,dry,C6,#911eb4,o,20,0.6,8.38,121.2,20.5,198.73,2.35,275.0,0,411.25,25.0
73,J10,2011,wet,C6,#911eb4,o,20,0.6,7.95,118.29,29.27,273.2,2.98,304.44,0,522.38,12.0
74,J10,2012,dry,C6,#911eb4,o,20,0.6,7.49,128.47,29.46,376.87,4.77,348.96,0,706.78,30.0
75,J10,2012,wet,C6,#911eb4,o,20,0.6,7.88,120.63,21.38,407.45,3.14,354.7,0,713.78,40.0
76,J10,2013,dry,C6,#911eb4,o,20,0.6,7.73,120.24,20.42,429.6,4.88,353.75,0,761.69,7.6
77,J10,2013,wet,C6,#911eb4,o,20,0.6,7.31,129.86,20.91,402.7,5.6,294.79,0,769.02,33.79
78,J10,2014,dry,C6,#911eb4,o,20,0.6,7.61,130.81,24.19,593.61,3.53,380.78,0,994.1,44.95
79,J10,2014,wet,C6,#911eb4,o,20,0.6,7.67,118.64,18.96,491.42,3.77,303.57,0,813.35,35.0
80,J11,1992,wet,C4,#0082c8,s,20,0.6,7.1,86.6,15.0,28.0,0.9,425.0,0,2.5,2.5
81,J11,1993,dry,C4,#0082c8,s,20,0.6,7.0,85.7,15.5,29.7,0.8,430.0,0,1.2,2.5
82,J11,1993,wet,C4,#0082c8,s,20,0.6,7.6,82.4,16.5,27.4,1.3,412.5,0,1.2,2.5
83,J11,1994,dry,C2,#008080,^,20,0.6,7.1,84.9,16.5,29.4,0.7,420.0,0,0.01,0.0075
84,J11,1994,wet,C4,#0082c8,s,20,0.6,7.1,80.0,16.5,30.5,0.9,397.5,0,1.2,2.5
85,J11,1995,dry,C4,#0082c8,s,20,0.6,7.2,85.7,16.0,35.8,1.0,422.5,0,3.8,5.0
86,J11,1995,wet,C4,#0082c8,s,20,0.6,7.3,87.4,14.0,26.6,0.8,410.0,0,1.2,2.5
87,J11,1996,dry,C4,#0082c8,s,20,0.6,7.3,83.27,17.0,27.6,1.1,415.02,0,1.25,1.0
88,J11,1996,wet,C4,#0082c8,s,20,0.6,8.0,86.57,13.5,28.5,0.6,410.02,0,1.25,1.0
89,J11,1997,dry,C4,#0082c8,s,20,0.6,7.29,83.27,14.5,29.55,0.71,412.52,0,1.25,0.5
90,J11,1997,wet,C4,#0082c8,s,20,0.6,8.8,76.68,15.0,28.0,0.8,350.02,0,2.5,1.0
91,J11,1998,dry,C4,#0082c8,s,20,0.6,7.02,85.75,17.0,30.7,1.3,415.02,0,1.25,1.0
92,J11,1998,wet,C4,#0082c8,s,20,0.6,7.14,84.92,15.5,27.86,0.78,407.52,0,1.25,3.2
93,J11,1999,dry,C4,#0082c8,s,20,0.6,7.13,85.75,15.0,28.8,1.0,415.02,0,1.25,1.0
94,J11,1999,wet,C4,#0082c8,s,20,0.6,8.08,80.8,15.0,32.0,0.8,367.52,0,2.5,1.0
95,J11,2000,dry,C4,#0082c8,s,20,0.6,7.1,73.38,19.5,30.59,0.75,400.02,0,1.25,0.8
96,J11,2000,wet,C4,#0082c8,s,20,0.6,8.13,83.27,14.5,31.25,0.8,380.02,0,3.75,1.0
97,J11,2001,dry,C4,#0082c8,s,20,0.6,7.28,82.45,14.5,28.57,0.79,412.52,0,1.25,4.0
98,J11,2001,wet,C4,#0082c8,s,20,0.6,7.04,85.75,14.0,28.67,0.88,400.02,0,3.75,1.0
99,J11,2002,dry,C4,#0082c8,s,20,0.6,7.25,83.27,15.0,30.686,1.156,400.02,0,6.25,0.4
100,J11,2002,wet,C4,#0082c8,s,20,0.6,7.5,83.27,15.5,24.59,1.09,400.02,0,2.5,1.0
101,J11,2003,dry,C4,#0082c8,s,20,0.6,8.35,82.45,16.0,34.9,0.84,360.02,0,2.5,8.4
102,J11,2003,wet,C4,#0082c8,s,20,0.6,7.91,79.15,17.0,31.65,0.87,402.52,0,5.0,1.0
103,J11,2004,dry,C4,#0082c8,s,20,0.6,8.2,81.63,15.0,29.52,0.69,382.52,0,1.25,1.0
104,J11,2004,wet,C4,#0082c8,s,20,0.6,7.88,81.63,15.0,29.48,0.75,392.52,0,2.5,1.0
105,J11,2005,dry,C4,#0082c8,s,20,0.6,7.69,79.98,15.0,31.18,0.73,395.0,0,3.75,0.6
106,J11,2005,wet,C4,#0082c8,s,20,0.6,7.59,61.84,11.0,34.09,0.72,312.5,0,6.25,0.4
107,J11,2006,dry,C4,#0082c8,s,20,0.6,8.37,79.15,16.0,30.13,0.72,375.0,0,1.25,2.0
108,J11,2006,wet,C4,#0082c8,s,20,0.6,7.02,71.73,19.5,31.19,0.68,382.5,0,10.0,1.0
109,J11,2007,dry,C4,#0082c8,s,20,0.6,7.92,80.8,12.0,30.12,0.63,380.0,0,2.5,1.0
110,J11,2007,wet,C4,#0082c8,s,20,0.6,8.26,68.43,15.0,29.67,0.59,342.5,0,6.25,1.0
111,J11,2008,wet,C4,#0082c8,s,20,0.6,7.43,79.98,15.0,29.95,0.73,400.0,0,5.0,1.0
112,J11,2009,dry,C1,#808000,s,20,0.6,7.61,115.43,21.5,46.0,3.92,262.5,0,47.5,200.0
113,J11,2009,wet,C1,#808000,s,20,0.6,8.28,134.39,21.0,46.86,11.06,345.0,0,55.0,150.0
114,J11,2010,dry,C4,#0082c8,s,20,0.6,7.58,56.07,13.0,29.72,0.94,315.0,0,1.25,1.0
115,J11,2010,wet,C4,#0082c8,s,20,0.6,7.94,61.01,11.5,30.4,0.52,312.5,0,7.5,1.0
116,J11,2011,dry,C4,#0082c8,s,20,0.6,7.65,58.54,12.5,28.76,0.51,315.0,0,5.0,1.0
117,J11,2011,wet,C4,#0082c8,s,20,0.6,7.49,55.26,12.27,31.4,0.82,298.09,0,6.98,1.0
118,J11,2012,dry,C4,#0082c8,s,20,0.6,7.9,56.4,26.13,35.49,0.94,360.99,0,5.6,5.0
119,J11,2012,wet,C4,#0082c8,s,20,0.6,7.87,60.32,12.83,44.06,0.8,372.43,0,4.2,1.0
120,J11,2013,dry,C4,#0082c8,s,20,0.6,7.47,57.72,14.58,38.88,1.19,365.54,0,2.93,0.5
121,J11,2013,wet,C2,#008080,^,20,0.6,7.34,72.14,8.75,36.23,1.53,365.54,0,1.1,0.0075
122,J11,2014,dry,C4,#0082c8,s,20,0.6,7.37,55.03,15.96,41.94,0.84,374.54,0,2.78,0.4
123,J11,2014,wet,C2,#008080,^,20,0.6,7.77,80.96,22.85,14.07,1.88,370.36,0,18.07,1.0
124,J12,1996,dry,C2,#008080,^,20,0.6,7.1,145.11,31.5,14.1,1.4,630.03,0,6.25,2.5
125,J12,1996,wet,C2,#008080,^,20,0.6,7.2,145.94,32.5,14.0,1.29,615.03,0,12.5,8.0
126,J12,1997,dry,C2,#008080,^,20,0.6,7.15,140.99,30.0,13.18,1.14,617.53,0,6.25,0.5
127,J12,1997,wet,C2,#008080,^,20,0.6,7.77,135.22,33.5,11.8,1.0,615.03,0,5.0,1.0
128,J12,1998,dry,C2,#008080,^,20,0.6,6.9,144.29,31.5,15.0,1.1,637.53,0,6.25,0.5
129,J12,1998,wet,C3,#3cb44b,o,20,0.6,6.54,41.23,11.5,9.28,0.78,207.51,0,2.5,2.8
130,J12,1999,dry,C2,#008080,^,20,0.6,7.02,145.11,31.0,13.7,1.3,630.03,0,6.25,1.0
131,J12,1999,wet,C2,#008080,^,20,0.6,7.15,141.81,32.0,14.5,1.1,627.53,0,6.15,1.0
132,J12,2000,dry,C2,#008080,^,20,0.6,7.1,143.46,31.0,13.53,1.12,617.53,0,5.0,0.8
133,J12,2000,wet,C2,#008080,^,20,0.6,7.41,145.11,30.5,13.0,1.1,620.03,0,7.5,1.0
134,J12,2001,dry,C2,#008080,^,20,0.6,7.15,143.46,31.0,10.0,1.08,615.03,0,5.0,1.0
135,J12,2001,wet,C2,#008080,^,20,0.6,7.45,122.85,31.0,13.85,1.27,555.03,0,8.75,1.0
136,J12,2002,dry,C2,#008080,^,20,0.6,7.11,137.69,30.0,12.688,1.393,595.03,0,8.75,0.4
137,J12,2002,wet,C2,#008080,^,20,0.6,7.5,100.59,41.5,13.48,1.24,530.03,0,6.25,0.5
138,J12,2003,dry,C2,#008080,^,20,0.6,7.93,140.17,33.0,13.41,1.17,612.53,0,5.0,0.6
139,J12,2003,wet,C2,#008080,^,20,0.6,7.62,129.45,30.5,14.28,1.07,570.03,0,8.75,1.0
140,J12,2004,dry,C2,#008080,^,20,0.6,7.82,140.17,32.0,13.14,1.01,615.03,0,3.75,1.0
141,J12,2004,wet,C2,#008080,^,20,0.6,7.96,136.04,33.0,13.68,1.12,610.03,0,6.25,0.4
142,J12,2005,dry,C2,#008080,^,20,0.6,7.29,143.46,31.0,14.16,1.26,617.5,0,6.25,2.0
143,J12,2005,wet,C2,#008080,^,20,0.6,7.54,104.71,29.5,13.19,1.04,492.5,0,7.5,0.2
144,J12,2006,dry,C2,#008080,^,20,0.6,7.23,143.46,38.5,14.39,0.81,650.0,0,1.25,1.0
145,J12,2006,wet,C2,#008080,^,20,0.6,7.38,107.19,36.5,16.89,0.71,497.5,0,26.25,1.0
146,J12,2007,dry,C2,#008080,^,20,0.6,7.77,156.66,33.0,15.83,0.69,645.0,0,25.0,1.0
147,J12,2007,wet,C2,#008080,^,20,0.6,7.34,143.46,39.5,16.1,0.59,650.0,0,25.0,1.0
148,J12,2008,dry,C2,#008080,^,20,0.6,7.78,140.17,34.5,15.39,1.04,622.5,0,10.0,1.0
149,J12,2008,wet,C2,#008080,^,20,0.6,7.41,144.29,36.0,15.16,0.93,652.5,0,10.0,1.0
150,J12,2009,dry,C2,#008080,^,20,0.6,7.35,145.94,36.5,16.99,1.13,680.0,0,11.25,1.0
151,J12,2009,wet,C6,#911eb4,o,20,0.6,7.58,108.01,19.5,198.68,2.4,272.5,0,417.5,4.0
152,J12,2010,dry,C2,#008080,^,20,0.6,7.36,148.41,37.0,13.18,0.86,657.5,0,10.0,3.0
153,J12,2010,wet,C2,#008080,^,20,0.6,7.06,150.06,36.5,14.91,0.86,645.0,0,11.25,1.0
154,J12,2011,dry,C2,#008080,^,20,0.6,7.02,149.23,36.5,14.91,0.85,657.5,0,11.25,6.0
155,J12,2011,wet,C2,#008080,^,20,0.6,7.77,132.3,38.23,15.44,1.37,640.58,0,11.17,1.0
156,J12,2012,dry,C2,#008080,^,20,0.6,7.46,142.56,40.86,18.43,1.43,697.92,0,8.4,5.0
157,J12,2012,wet,C5,#FA8072,^,20,0.6,7.65,146.48,37.53,34.18,1.36,679.84,0,11.2,45.0
158,J12,2013,dry,C2,#008080,^,20,0.6,7.55,147.49,35.01,16.48,1.57,683.91,0,13.18,1.0
159,J12,2013,wet,C2,#008080,^,20,0.6,7.41,149.1,35.01,13.54,2.1,623.4,0,7.69,6.81
160,J12,2014,dry,C2,#008080,^,20,0.6,7.15,146.76,35.8,17.39,1.24,686.66,0,13.9,0.4
161,J12,2014,wet,C1,#808000,s,20,0.6,7.57,149.1,35.01,16.66,1.38,661.79,0,13.9,1.0
162,J13,1992,wet,C2,#008080,^,20,0.6,7.5,121.2,33.0,12.0,2.7,585.0,0,1.2,2.5
163,J13,1992,wet,C2,#008080,^,20,0.6,7.7,122.8,30.0,10.8,2.1,532.5,0,17.5,2.5
164,J13,1993,dry,C2,#008080,^,20,0.6,7.0,144.3,30.5,13.5,2.8,645.0,0,1.2,0.0075
165,J13,1993,wet,C2,#008080,^,20,0.6,7.5,140.2,31.0,12.0,3.0,637.5,0,1.2,5.0
166,J13,1994,dry,C2,#008080,^,20,0.6,7.2,144.3,30.0,12.0,2.5,640.0,0,1.2,2.5
167,J13,1994,wet,C2,#008080,^,20,0.6,7.5,128.6,40.5,12.8,2.7,620.0,0,2.5,2.5
168,J13,1995,dry,C2,#008080,^,20,0.6,6.9,141.0,32.5,12.2,3.31,640.0,0,1.2,2.5
169,J13,1995,wet,C2,#008080,^,20,0.6,7.3,140.2,33.0,12.5,2.9,635.3,0,3.8,2.5
170,J13,1996,dry,C2,#008080,^,20,0.6,7.2,144.29,35.0,13.3,3.9,637.53,0,1.25,2.5
171,J13,1996,wet,C2,#008080,^,20,0.6,7.1,145.11,30.5,14.7,3.7,630.03,0,1.25,1.0
172,J13,1997,dry,C2,#008080,^,20,0.6,7.51,142.64,30.0,12.27,3.0,620.03,0,1.25,3.0
173,J13,1997,wet,C2,#008080,^,20,0.6,7.72,131.92,36.5,10.71,2.7,625.03,0,0.01,1.0
174,J13,1998,dry,C2,#008080,^,20,0.6,7.1,146.76,30.0,13.3,3.3,637.53,0,1.25,1.0
175,J13,1998,wet,C2,#008080,^,20,0.6,7.18,131.92,38.5,11.18,2.72,622.53,0,2.5,2.0
176,J13,1999,dry,C2,#008080,^,20,0.6,7.03,147.59,29.0,12.5,2.9,637.53,0,1.25,1.0
177,J13,1999,wet,C2,#008080,^,20,0.6,7.08,145.11,30.0,13.6,3.0,627.53,0,1.25,1.0
178,J13,2000,dry,C2,#008080,^,20,0.6,7.57,137.69,30.5,12.35,3.12,607.53,0,1.25,1.6
179,J13,2000,wet,C2,#008080,^,20,0.6,7.65,145.94,30.0,12.0,2.75,630.03,0,1.25,1.0
180,J13,2001,dry,C2,#008080,^,20,0.6,7.21,137.69,29.0,13.08,2.82,597.53,0,1.25,1.0
181,J13,2001,wet,C2,#008080,^,20,0.6,7.01,131.92,39.0,11.67,3.0,600.03,0,2.5,1.0
182,J13,2002,dry,C2,#008080,^,20,0.6,7.12,138.52,29.5,11.652,2.988,602.53,0,6.25,0.4
183,J13,2002,wet,C2,#008080,^,20,0.6,7.7,70.91,24.0,12.08,3.15,370.02,0,2.5,0.5
184,J13,2003,dry,C2,#008080,^,20,0.6,7.73,139.34,30.5,11.99,2.98,605.03,0,3.75,0.6
185,J13,2003,wet,C2,#008080,^,20,0.6,7.52,128.62,30.0,12.95,2.93,580.03,0,1.25,1.0
186,J13,2004,dry,C2,#008080,^,20,0.6,7.8,114.61,28.0,12.57,2.79,535.03,0,1.25,1.0
187,J13,2004,wet,C2,#008080,^,20,0.6,7.74,127.8,31.5,12.13,2.65,577.53,0,1.25,0.4
188,J13,2005,dry,C2,#008080,^,20,0.6,7.48,141.81,31.0,12.62,3.64,617.5,0,2.5,4.0
189,J13,2005,wet,C2,#008080,^,20,0.6,7.6,84.92,27.0,11.89,2.77,440.0,0,2.5,0.4
190,J13,2006,dry,C2,#008080,^,20,0.6,8.25,139.34,30.0,11.25,2.82,592.5,0,3.75,1.0
191,J13,2006,wet,C2,#008080,^,20,0.6,7.2,117.9,41.5,11.75,2.99,597.5,0,1.25,1.0
192,J13,2007,dry,C2,#008080,^,20,0.6,7.96,158.3,19.0,11.33,2.73,600.0,0,1.25,1.0
193,J13,2007,wet,C2,#008080,^,20,0.6,7.48,135.22,33.5,11.33,2.5,622.5,0,1.25,1.0
194,J13,2008,dry,C2,#008080,^,20,0.6,7.37,155.83,38.0,14.62,2.15,702.5,0,5.0,1.0
195,J13,2008,wet,C2,#008080,^,20,0.6,7.44,155.01,37.5,14.78,3.99,695.0,0,3.75,1.0
196,J13,2009,dry,C2,#008080,^,20,0.6,7.71,149.23,40.0,16.49,4.64,702.5,0,7.5,1.0
197,J13,2009,wet,C5,#FA8072,^,20,0.6,8.21,89.05,20.5,30.33,0.86,340.0,0,33.75,27.5
198,J13,2010,dry,C1,#808000,s,20,0.6,7.32,150.88,40.5,11.54,3.76,695.0,0,2.5,3.0
199,J14,1992,dry,C2,#008080,^,20,0.6,6.9,139.3,24.0,16.3,1.2,597.5,0,1.2,0.0075
200,J14,1992,wet,C2,#008080,^,20,0.6,7.0,140.2,25.0,11.8,1.4,600.0,0,1.2,0.0075
201,J14,1993,dry,C2,#008080,^,20,0.6,7.3,142.6,25.0,13.3,1.1,602.5,0,1.2,2.5
202,J14,1993,wet,C2,#008080,^,20,0.6,7.5,112.1,23.0,12.5,1.3,505.0,0,1.2,2.5
203,J14,1994,dry,C1,#808000,s,20,0.6,7.6,107.2,23.0,20.0,1.0,507.5,0,1.2,2.5
204,J14,1994,wet,C1,#808000,s,20,0.6,7.1,121.2,22.5,21.7,0.8,540.0,0,1.2,2.5
205,J14,1995,wet,C2,#008080,^,20,0.6,7.1,144.3,23.5,15.3,1.6,587.8,0,2.5,5.0
206,J14,1996,dry,C2,#008080,^,20,0.6,7.1,141.81,24.0,11.8,1.1,580.03,0,1.25,1.0
207,J14,1996,wet,C2,#008080,^,20,0.6,7.0,140.99,23.0,13.5,1.4,580.03,0,1.25,1.0
208,J14,1997,dry,C2,#008080,^,20,0.6,6.96,140.17,23.5,12.14,1.02,572.53,0,1.25,1.0
209,J14,1997,wet,C2,#008080,^,20,0.6,7.4,140.17,22.0,11.43,1.27,577.53,0,1.25,1.0
210,J14,1998,dry,C2,#008080,^,20,0.6,7.0,141.81,22.5,19.7,1.5,582.53,0,1.25,4.0
211,J14,1998,wet,C2,#008080,^,20,0.6,7.32,140.17,24.5,10.59,1.14,577.53,0,1.25,1.0
212,J14,1999,dry,C2,#008080,^,20,0.6,7.13,142.64,22.0,12.7,1.4,582.53,0,1.25,0.6
213,J14,1999,wet,C2,#008080,^,20,0.6,7.23,140.17,23.5,14.0,1.2,557.53,0,1.25,1.0
214,J14,2000,dry,C2,#008080,^,20,0.6,7.93,145.94,18.5,11.88,1.12,570.03,0,1.25,1.0
215,J14,2000,wet,C2,#008080,^,20,0.6,7.39,140.17,23.0,12.0,1.1,585.03,0,1.25,1.0
216,J14,2001,dry,C2,#008080,^,20,0.6,7.13,141.81,23.0,12.86,1.21,575.03,0,1.25,1.0
217,J14,2001,wet,C2,#008080,^,20,0.6,7.69,126.15,24.0,13.08,1.27,537.53,0,2.5,1.0
218,J14,2002,dry,C2,#008080,^,20,0.6,7.34,115.43,24.5,12.249,1.907,502.53,0,2.5,0.2
219,J14,2002,wet,C2,#008080,^,20,0.6,7.5,97.29,24.5,11.28,1.42,442.52,0,1.25,0.2
220,J14,2003,dry,C2,#008080,^,20,0.6,7.34,139.34,25.0,12.27,1.24,567.53,0,3.75,2.0
221,J14,2003,wet,C2,#008080,^,20,0.6,7.52,107.19,32.0,12.94,1.12,520.03,0,1.25,1.0
222,J14,2004,dry,C2,#008080,^,20,0.6,7.69,103.06,23.5,12.68,1.06,465.02,0,1.25,1.0
223,J14,2004,wet,C2,#008080,^,20,0.6,7.9,133.57,25.5,11.9,1.14,565.03,0,1.25,0.4
224,J14,2005,dry,C2,#008080,^,20,0.6,7.51,140.17,24.0,12.69,1.08,575.0,0,1.25,0.6
225,J14,2005,wet,C2,#008080,^,20,0.6,7.45,98.94,24.5,12.03,1.08,445.0,0,6.25,0.2
226,J14,2006,dry,C2,#008080,^,20,0.6,7.7,140.99,22.0,11.68,1.1,565.0,0,1.25,1.0
